news,news_category,views,poster,time,month,year,news_link
Mikel Obi Eyes Bikini Girl In Brazil While Being Interviwed,Sports," / , / ,  / , (54395 Views) ",Demoladoc,3:44pm,Jul 03,2013,https://www.nairaland.com/1346062/mikel-obi-eyes-bikini-girl
Niger Delta University Students On Rag Day,Education," / , / ,  / , (29895 Views) ",Kenny4lyfe,4:01pm,Jul 03,2013,https://www.nairaland.com/1346082/niger-delta-university-students-rag
"Dangote Truck Kills  A Woman In Otukpo, Benue State",Car Talk," / , / ,  / , (14258 Views) ",israel007,3:04pm,Jul 03,2013,https://www.nairaland.com/1346015/dangote-truck-kills-woman-otukpo
"Governor Amaechi Donates $100,000  To OJB",Politics," / , / ,  / , (35100 Views) ",chicbenita,3:25pm,Jul 03,2013,https://www.nairaland.com/1346040/governor-amaechi-donates-100000-ojb
Mo Abudu Launches EbonyLife TV Entertainment  Network,TV/Movies," / , / ,  / , (10550 Views) ",kehinde1588,5:08pm,Jul 03,2013,https://www.nairaland.com/1346163/mo-abudu-launches-ebonylife-tv
"Man Says He’s Been To Heaven Four Times, Draws Map",Religion," / , / ,  / , (31132 Views) ",olempe,1:49pm,May 05,2012,https://www.nairaland.com/930670/man-says-hes-been-heaven
Legacy Pension Declares 88k Dividend Per Share ,Investment," / , / ,  / , (4307 Views) ",valdubem,4:48pm,Jul 03,2013,https://www.nairaland.com/1346142/legacy-pension-declares-88k-dividend
Why Do Nigerians Fence Their Houses?,Properties," / , / ,  / , (36564 Views) ",Afam4eva,4:46pm,Jul 03,2013,https://www.nairaland.com/1346138/why-nigerians-fence-houses
‘Miraculous Birth’ Shocks Doctors In Kano,Health," / , / ,  / , (40227 Views) ",georgecso,8:51am,Jul 03,2013,https://www.nairaland.com/1345551/miraculous-birth-shocks-doctors-kano
President Goodluck Jonathan To Visit China Next Week,Politics," / , / ,  / , (10113 Views) ",Rossikk,9:43pm,Jul 03,2013,https://www.nairaland.com/1346422/president-goodluck-jonathan-visit-china
Kayswitch - For Example  (Ka Ni Pe)  - Video,Music/Radio," / , / ,  / , (8143 Views) ",NurielMagus,6:36pm,Jul 03,2013,https://www.nairaland.com/1346251/kayswitch-example-ka-ni-pe
"Adenike Ogungbe Is Dead,  CEO Of Ewar Make-overs ",Celebrities," / , / ,  / , (36725 Views) ",Flirtyfemi,7:12pm,Jul 03,2013,https://www.nairaland.com/1346274/adenike-ogungbe-dead-ceo-ewar
Senators Fight  Over State Of Nation Address,Politics," / , / ,  / , (21191 Views) ",Afam4eva,4:11pm,Jul 03,2013,https://www.nairaland.com/1346100/senators-fight-over-state-nation
ASUU Strike: Updates,Education," / , / ,  / , (32756 Views) ",ORAFA,1:32pm,Jul 03,2013,https://www.nairaland.com/1345912/asuu-strike-updates
Nigerian Graduates With 5.0 CGPA From Russian University,Education," / , / ,  / , (31035 Views) ",Abagworo,5:30pm,Jul 03,2013,https://www.nairaland.com/1346187/nigerian-graduates-5.0-cgpa-russian
,Internet-enabled Pillow Connects  Long-Distance Lovers," / ,  / , (16638 Views) ",Olarewajub,10:02pm,Jul 02,2013,https://www.nairaland.com/1345241/internet-enabled-pillow-connects-long-distance-lovers
Luxury-Bus Owners Confirms That  Roads Are Better Now,Politics," / , / ,  / , (8152 Views) ",billante,8:49am,Jul 04,2013,https://www.nairaland.com/1346837/luxury-bus-owners-confirms-roads-better
Oba Of Lagos Visits Oba Of Benin,Culture," / , / ,  / , (26662 Views) ",plaindealer,3:44am,Jul 04,2013,https://www.nairaland.com/1346608/oba-lagos-visits-oba-benin
FG Targets $10bn From National Flag Carrier,Politics," / , / ,  / , (7086 Views) ",jacob05,7:56am,Jul 04,2013,https://www.nairaland.com/1346770/fg-targets-10bn-national-flag
Gunmen Disguised As Women Killed  In Maiduguri,Politics," / , / ,  / , (11521 Views) ",olokfor,9:33pm,Jul 03,2013,https://www.nairaland.com/1346418/gunmen-disguised-women-killed-maiduguri
Flood At Ugbowo Lagos Road In Benin City Edo State,Travel," / , / ,  / , (18173 Views) ",dapachez,10:00am,Jul 03,2013,https://www.nairaland.com/1345632/flood-ugbowo-lagos-road-benin
Okonjo-Iweala: No Fight With National Assembly Over Budget,Politics," / , / ,  / , (3640 Views) ",Maidoki14,8:47pm,Jul 03,2013,https://www.nairaland.com/1346366/okonjo-iweala-no-fight-national-assembly
Kerry Washington  Weds Nnamdi Asomugha,Celebrities," / , / ,  / , (21811 Views) ",Stiv,11:20pm,Jul 03,2013,https://www.nairaland.com/1346494/kerry-washington-weds-nnamdi-asomugha
"Lawyers To Sue Betty For ""Public Sex"" In Big Brother House?",TV/Movies," / , / ,  / , (46311 Views) ",chicbenita,2:30pm,Jul 03,2013,https://www.nairaland.com/1345971/lawyers-sue-betty-public-sex
How Many Sim Cards Have You Used?,Phones," / , / ,  / , (8814 Views) ",Emmyk,2:12pm,Jul 04,2013,https://www.nairaland.com/1347267/how-many-sim-cards-used
How To Be Young And Successful - Nigerian Career,Career," / , / ,  / , (32677 Views) ",Olucheye,5:08pm,Jul 04,2013,https://www.nairaland.com/1347481/how-young-successful-nigerian-career
Must Your First Love Be Your True Love ?,Romance," / , / ,  / , (14337 Views) ",Bleszin,1:27pm,Jul 03,2013,https://www.nairaland.com/1345902/must-first-love-true-love
Chidynma Now To Be Known As Chee,Celebrities," / , / ,  / , (22430 Views) ",jagudaman,1:31pm,Jul 04,2013,https://www.nairaland.com/1347200/chidynma-now-known-chee
Construction Of Abuja-Kaduna Fast Railway Enters Final Phase,Politics," / , / ,  / , (17161 Views) ",IGBOSON1,8:42pm,Jul 04,2013,https://www.nairaland.com/1347647/construction-abuja-kaduna-fast-railway-enters
Nigerian Policeman Threatening To Shoot A Civilian (Video),Politics," / , / ,  / , (18621 Views) ",overdrive,7:30pm,Jul 04,2013,https://www.nairaland.com/1347600/nigerian-policeman-threatening-shoot-civilian
Amaechi Is Already With APC - Rivers PDP,Politics," / , / ,  / , (19408 Views) ",masterdre,4:10pm,Jul 04,2013,https://www.nairaland.com/1347415/amaechi-already-apc-rivers-pdp
Kano Airport Before And After Jonathan,Politics," / , / ,  / , (35776 Views) ",Rossikk,11:14pm,Jul 04,2013,https://www.nairaland.com/1347755/kano-airport-before-after-jonathan
Pictures Of The Newly Constructed Benin-ore-shagamu Road,Politics," / , / ,  / , (20181 Views) ",frederal,6:45pm,Jul 04,2013,https://www.nairaland.com/1347571/pictures-newly-constructed-benin-ore-shagamu-road
20 Skulls  Discovered At Aba Dump Site,Crime," / , / ,  / , (13882 Views) ",valicious1,9:46pm,Jul 04,2013,https://www.nairaland.com/1347687/20-skulls-discovered-aba-dump
How To Win  Bus Struggle In Lagos,Car Talk," / , / ,  / , (11573 Views) ",ganase2,8:50am,Jul 05,2013,https://www.nairaland.com/1348017/how-win-bus-struggle-lagos
"Smart Adeyemi Donate 15 Suvs, N600m Hospital Equipments To Constituents",Politics," / , / ,  / , (12107 Views) ",Afam4eva,12:38pm,Jul 04,2013,https://www.nairaland.com/1347133/smart-adeyemi-donate-15-suvs
FG Condemns  Removal Of Egypt's President Morsi.,Politics," / , / ,  / , (8845 Views) ",Symphony007,4:48pm,Jul 04,2013,https://www.nairaland.com/1347461/fg-condemns-removal-egypts-president
60% Of C Of O In Lagos Are Fake – Lawmaker,Properties," / , / ,  / , (4851 Views) ",fkaz,5:36am,Jul 05,2013,https://www.nairaland.com/1347857/60-c-o-lagos-fake
Appeal Court Dethrones Obong Of Calabar,Politics," / , / ,  / , (7239 Views) ",Youngzedd,7:41am,Jul 05,2013,https://www.nairaland.com/1347952/appeal-court-dethrones-obong-calabar
Islam for Muslims,Religion," / , / , / ,  / , (4476 Views) ",tbaba1234,6:13am,Jun 28,2013,https://www.nairaland.com/islam
Police Arraign Innocent Man For Murder,Politics," / , / ,  / , (8976 Views) ",KiksAsso,5:57am,Jul 05,2013,https://www.nairaland.com/1347868/police-arraign-innocent-man-murder
Reps Recommends Removal Of Immunity Clause For President And Govs,Politics," / , / ,  / , (8658 Views) ",babslamin,3:03pm,Jul 04,2013,https://www.nairaland.com/1347329/reps-recommends-removal-immunity-clause
Foreign Affairs,Politics," / , / , / ,  / , (14858 Views) ",sukods55,9:41am,Jul 05,2013,https://www.nairaland.com/foreign-affairs
PDP To Tinubu - ‘You Cant Decide For Ekiti People’ ,Politics," / , / ,  / , (8237 Views) ",awodman,7:41pm,Jul 04,2013,https://www.nairaland.com/1347610/pdp-tinubu-cant-decide-ekiti
Nigeria Seeks  $3Billion  Loan From China,Politics," / , / ,  / , (9630 Views) ",infonubia,1:44am,Jul 05,2013,https://www.nairaland.com/1347818/nigeria-seeks-3billion-loan-china
Islam for Muslims,Religion," / , / , / ,  / , (25474 Views) ",tbaba1234,10:26pm,Jun 15,2013,https://www.nairaland.com/islam
DPO Beats Sergeant To Near-death In Lagos,Politics," / , / ,  / , (12211 Views) ",olokfor,4:25pm,Jul 04,2013,https://www.nairaland.com/1347433/dpo-beats-sergeant-near-death-lagos
Oduamadi  Donates Food Items And Toiletries  To The Motherless In Lagos,Sports," / , / ,  / , (8413 Views) ",bilms,4:13pm,Jul 04,2013,https://www.nairaland.com/1347419/oduamadi-donates-food-items-toiletries
How Do We Reduce Thoughts Of/attempts At Suicide?,Family," / , / ,  / , (5509 Views) ",maclatunji,4:57pm,Jul 04,2013,https://www.nairaland.com/1347473/how-reduce-thoughts-attempts-suicide
What Happened To The Yearly Nysc-Presidential Merit Award?,NYSC," / , / ,  / , (9401 Views) ",SOHKAHTOA,11:46am,Mar 13,2013,https://www.nairaland.com/1224152/what-happened-yearly-nysc-presidential-merit
Islam for Muslims,Religion," / , / , / ,  / , (69058 Views) ",tbaba1234,1:51am,Jul 05,2013,https://www.nairaland.com/islam
Nigerian Men  Dont Serve God Like Their Women: Why?,Religion," / , / ,  / , (11765 Views) ",sexsinners,7:33pm,Jun 04,2013,https://www.nairaland.com/1313439/nigerian-men-dont-serve-god
Do Fights Help Or Hurt Relationships?,Romance," / , / ,  / , (6702 Views) ",Stegomiah,12:58pm,Jul 04,2013,https://www.nairaland.com/1347160/fights-hurt-relationships
Nairalanders With Bovi And Basketmouth,Celebrities," / , / ,  / , (13395 Views) ",achukwunet,1:59pm,Jun 16,2013,https://www.nairaland.com/1326537/nairalanders-bovi-basketmouth
Gay Activist Hacks Nigerian Government’s Website Over  Anti-gay Law,Webmasters," / , / ,  / , (19762 Views) ",kael,10:48pm,Jul 04,2013,https://www.nairaland.com/1347738/gay-activist-hacks-nigerian-governments
Minister Commissions Completed Ibadan-Oyo Section Of  Ibadan-Illorin Highway,Politics," / , / ,  / , (7749 Views) ",awodman,9:50pm,Jul 04,2013,https://www.nairaland.com/1347689/minister-commissions-completed-ibadan-oyo-section
Liz Da Silva Converts To Islam For Baby,Celebrities," / , / ,  / , (21610 Views) ",chicbenita,12:27am,Jul 05,2013,https://www.nairaland.com/1347795/liz-da-silva-converts-islam
Fake Corper To Serve In Prison,NYSC," / , / ,  / , (14038 Views) ",Etumgbe,4:44pm,Jul 04,2013,https://www.nairaland.com/1347455/fake-corper-serve-prison
Biblical Toasting,Jokes Etc," / , / ,  / , (13552 Views) ",Cestmoi1,9:30pm,Jun 15,2013,https://www.nairaland.com/1326040/biblical-toasting
"Traditional, Religious Or Court Wedding: Best Form Of Marriage",Family," / , / ,  / , (15403 Views) ",kenraj,4:26pm,Jul 03,2013,https://www.nairaland.com/1346114/traditional-religious-court-wedding-best
15-yr-old Wins National Mathematics Contest,Education," / , / ,  / , (16905 Views) ",IB5,12:36pm,Jul 05,2013,https://www.nairaland.com/1348266/15-yr-old-wins-national-mathematics-contest
The Essence Of Leaving Food Served Knowing You Have None At Home?,Food," / , / ,  / , (7978 Views) ",eyescue,8:44am,Jun 27,2013,https://www.nairaland.com/1338754/essence-leaving-food-served-knowing
Michelle Obama In  Adire Attire By Maki Oh,Fashion," / , / ,  / , (26545 Views) ",tejpot,10:40am,Jul 04,2013,https://www.nairaland.com/1346962/michelle-obama-adire-attire-maki
Obi Awarded Best-Governor  By The Bill  And Melinda Gates  Foundation,Politics," / , / ,  / , (11298 Views) ",Chino48,8:14am,Jul 06,2013,https://www.nairaland.com/1349058/obi-awarded-best-governor-bill-melinda
No Going Back On Arms For Vigilance Groups – Zamfara,Politics," / , / ,  / , (7290 Views) ",fkaz,7:21am,Jul 06,2013,https://www.nairaland.com/1349020/no-going-back-arms-vigilance
NGF Crisis Was Planned -aregbesola,Politics," / , / ,  / , (11013 Views) ",kaze4blues,8:32am,Jul 06,2013,https://www.nairaland.com/1349074/ngf-crisis-planned-aregbesola
"Tony Elumelu With Obama, Warren  Buffet,  U2 & Danald Kaberuka (Pictures)",Politics," / , / ,  / , (27824 Views) ",Maxymilliano,12:25am,Jul 06,2013,https://www.nairaland.com/1348875/tony-elumelu-obama-warren-buffet
Jonathan Driving A Road Construction Truck (Picture),Politics," / , / ,  / , (28181 Views) ",ochejoseph,6:09pm,Jul 05,2013,https://www.nairaland.com/1348599/jonathan-driving-road-construction-truck
20 Killed In Renewed TIV/Fulani Clash In Benue ,Politics," / , / ,  / , (10925 Views) ",Ebestsmscom,7:50am,Jul 06,2013,https://www.nairaland.com/1349042/20-killed-renewed-tiv-fulani
"Tree Falls Across Thompson Avenue, Ikoyi-lagos.",Politics," / , / ,  / , (12501 Views) ",james1,8:18am,Jul 06,2013,https://www.nairaland.com/1349063/tree-falls-across-thompson-avenue
Electricity Situation In Your Area,Politics," / , / ,  / , (12159 Views) ",kaze4blues,1:32am,Jul 06,2013,https://www.nairaland.com/1348896/electricity-situation-area
"Airlines To Compensate Passengers For Delayed Flights, Others.",Travel," / , / ,  / , (8014 Views) ",israel007,7:34pm,Jul 05,2013,https://www.nairaland.com/1348661/airlines-compensate-passengers-delayed-flights
The Construction Of The Abuja World Trade Center (Pictures),Politics," / , / ,  / , (33500 Views) ",bloggernaija,11:37pm,Jul 04,2013,https://www.nairaland.com/1347772/construction-abuja-world-trade-center
Adams Unaji Is Dead  (Occupy Nigeria Activist),Politics," / , / ,  / , (16087 Views) ",gistyinka,11:03am,Jul 05,2013,https://www.nairaland.com/1348162/adams-unaji-dead-occupy-nigeria
Reagan Cement Bagging Company commences operation,Business," / , / ,  / , (13168 Views) ",omongbatim,2:25pm,Jul 05,2013,https://www.nairaland.com/1348368/reagan-cement-bagging-company-commences
Pictures Of Murtala Mohammed International Terminal,Politics," / , / ,  / , (38019 Views) ",FineBro,10:00pm,Jul 05,2013,https://www.nairaland.com/1348786/pictures-murtala-mohammed-international-terminal
EU Offers Nigeria $450 Million To Fight Corruption,Politics," / , / ,  / , (11523 Views) ",ayox2003,9:05am,Jul 06,2013,https://www.nairaland.com/1349108/eu-offers-nigeria-450-million
Daniel Leads S-west PDP For Jonathan’s Re-election,Politics," / , / ,  / , (9771 Views) ",mankand,8:40am,Jul 06,2013,https://www.nairaland.com/1349080/daniel-leads-s-west-pdp-jonathans
Lagos– Ibadan Expressway: FG  Had To Intervene – Jonathan,Politics," / , / ,  / , (12424 Views) ",Lordave,10:19pm,Jul 05,2013,https://www.nairaland.com/1348799/lagos-ibadan-expressway-fg-intervene
4 Nigerians Killed In South Africa,Politics," / , / ,  / , (46551 Views) ",addey,8:56am,Jul 06,2013,https://www.nairaland.com/1349101/4-nigerians-killed-south-africa
Delphine: Chris Okotie's New Girlfriend? (Pictures),Celebrities," / , / ,  / , (78408 Views) ",Flirtyfemi,10:52am,Jul 06,2013,https://www.nairaland.com/1349215/delphine-chris-okoties-new-girlfriend
Conjoined Twins Born In Abuja To Unemployed  Couple,Health," / , / ,  / , (28274 Views) ",dani1luv,10:46am,Jul 06,2013,https://www.nairaland.com/1349210/conjoined-twins-born-abuja-unemployed
,Man  Attempts To Control Electric Current," / ,  / , (25446 Views) ",9jageek,12:48pm,Jul 06,2013,https://www.nairaland.com/1349322/man-attempts-control-electric-current
NFF Owes Keshi Five Months’ Salary,Sports," / , / ,  / , (12186 Views) ",Ping411,11:01am,Jul 06,2013,https://www.nairaland.com/1349227/nff-owes-keshi-five-months
Nigeria Vs Ivory Coast - CHAN Qualifier  (4  - 1)   On 6th July 2013,Sports," / , / ,  / , (80713 Views) ",civilgun90,5:37pm,Jul 06,2013,https://www.nairaland.com/1348330/nigeria-vs-ivory-coast-chan
Boko-Haram Kills  30 Students In Yobe Boarding School,Politics," / , / ,  / , (34380 Views) ",LocalChamp,4:34pm,Jul 06,2013,https://www.nairaland.com/1349524/boko-haram-kills-30-students-yobe
Okagbare  Came Second In IAAF Meet In Paris,Sports," / , / ,  / , (9723 Views) ",crispgg,8:05pm,Jul 06,2013,https://www.nairaland.com/1349703/okagbare-came-second-iaaf-meet
Brazilian  Referee Beheaded By Fans For Killing Player!!,Sports," / , / ,  / , (36956 Views) ",jeremiahugezu,12:12pm,Jul 06,2013,https://www.nairaland.com/1349288/brazilian-referee-beheaded-fans-killing
Is Shoprite Business Good For Nigeria?,Business," / , / ,  / , (26477 Views) ",ujoinme,7:36pm,Jul 06,2013,https://www.nairaland.com/1349675/shoprite-business-good-nigeria
Akudo Ezinne Is  Miss Nigeria 2013,Fashion," / , / ,  / , (35617 Views) ",heynew,1:23am,Jul 07,2013,https://www.nairaland.com/1349913/akudo-ezinne-miss-nigeria-2013
Kumuyi Offers To Resign Over Son's Wedding Controversy,Religion," / , / ,  / , (93445 Views) ",honorbule,8:12am,Jul 07,2013,https://www.nairaland.com/1350074/kumuyi-offers-resign-over-sons
What You Wear To Church Really Matter?,Religion," / , / ,  / , (12820 Views) ",Krasid,5:43am,Jul 07,2013,https://www.nairaland.com/1349986/what-wear-church-really-matter
Why  Don't  You Eat  Before  Church?,Religion," / , / ,  / , (11698 Views) ",Idriswhite,9:11am,Jul 07,2013,https://www.nairaland.com/1350104/why-dont-eat-before-church
Deliverance From Four Demonic Kingdoms!,Religion," / , / ,  / , (22838 Views) ",peteregwu,10:44pm,Jul 06,2013,https://www.nairaland.com/1349817/deliverance-four-demonic-kingdoms
Pope To Priests  -  Buy Humble Cars,Religion," / , / ,  / , (20529 Views) ",fredoooooo,11:32am,Jul 07,2013,https://www.nairaland.com/1350202/pope-priests-buy-humble-cars
Can You Kill For God To Prove Your Faith?,Religion," / , / ,  / , (12600 Views) ",illicit,10:28pm,Aug 17,2012,https://www.nairaland.com/1021839/kill-god-prove-faith
Return Of The Old School Wears For Guys {pics},Fashion," / , / ,  / , (29359 Views) ",DonaldGenes,6:25pm,Jul 05,2013,https://www.nairaland.com/1348615/return-old-school-wears-guys
11 Things You Need To Throw Away,Fashion," / , / ,  / , (29626 Views) ",yunfazz,10:03am,Jul 06,2013,https://www.nairaland.com/1349159/11-things-need-throw-away
No Apologies For Endorsing Fayemi -  Tinubu,Politics," / , / ,  / , (13011 Views) ",tomakint,5:55am,Jul 08,2013,https://www.nairaland.com/1350893/no-apologies-endorsing-fayemi-tinubu
Yobe Students’ Killers Will Go To Hell - GEJ,Politics," / , / ,  / , (13473 Views) ",Donmams,5:44am,Jul 08,2013,https://www.nairaland.com/1350889/yobe-students-killers-go-hell
Two Children Kill Mother Over Witchcraft,Crime," / , / ,  / , (17946 Views) ",calddon,8:36am,Jul 08,2013,https://www.nairaland.com/1351033/two-children-kill-mother-over
3 Kidnapped Corpers  In Rivers Are Released,NYSC," / , / ,  / , (8369 Views) ",Pizzanatty,11:53pm,Jul 07,2013,https://www.nairaland.com/1350781/3-kidnapped-corpers-rivers-released
Presidency Rejects Removal Of Immunity Clause,Politics," / , / ,  / , (10968 Views) ",Brimmie,1:51am,Jul 07,2013,https://www.nairaland.com/1349923/presidency-rejects-removal-immunity-clause
