news,news_category,views,poster,time,date,news_link
"Anambra 2021: Obi Kenneth Ifeatu Dumps Accord, Decamps To APC",Politics," / , / ,  / , (25997 Views) ",EmekaA125,6:57am,Oct 21,https://www.nairaland.com/6812844/anambra-2021-obi-kenneth-ifeatu
Ronaldo Caps Stunning Manchester United Comeback Against Atlanta,Sports," / , / ,  / , (32447 Views) ",MANNABBQGRILLS,10:13pm,Oct 20,https://www.nairaland.com/6812476/ronaldo-caps-stunning-manchester-united
Ada Ameh Visits Daughter’s Grave On Death Anniversary,Celebrities," / , / ,  / , (29647 Views) ",Niece,10:24pm,Oct 20,https://www.nairaland.com/6812487/ada-ameh-visits-daughters-grave
"EndSARS Panel Compensation: Lagos Pays ₦420m, NBA Faults Akwa Ibom, Oyo, Others",Politics," / , / ,  / , (7276 Views) ",divinehand2003,5:58am,Oct 21,https://www.nairaland.com/6812775/endsars-panel-compensation-lagos-pays
"Lai Mohammed: Psychiatric, Drug Tests Mandatory For Security Men",Politics," / , / ,  / , (6940 Views) ",NewFolm4,6:08am,Oct 21,https://www.nairaland.com/6812783/lai-mohammed-psychiatric-drug-tests
"Herdsmen With Ak-47 Kill Woman On Her Farm In Nimbo, Enugu",Politics," / , / ,  / , (21101 Views) ",Insecurity,7:45am,Oct 21,https://www.nairaland.com/6812914/herdsmen-ak-47-kill-woman-farm
"Soldier Killed, Houses Burnt As Troops, Imo Youths Clash",Politics," / , / ,  / , (37474 Views) ",MANDIPUTIN,6:00am,Oct 21,https://www.nairaland.com/6812777/soldier-killed-houses-burnt-troops
Implication Of Obi Kenneth Ifeatu's Defection on Godwin Maduka's Candidacy ,Politics," / , / ,  / , (18596 Views) ",BluntCrazeMan,6:30am,Oct 21,https://www.nairaland.com/6812810/implication-obi-kenneth-ifeatus-defection
Bandits Kidnap 13 Passengers In Niger State,Crime," / , / ,  / , (9306 Views) ",ogododo,8:02pm,Oct 20,https://www.nairaland.com/6812360/bandits-kidnap-13-passengers-niger
Anambra 2021: Andy Uba Campaigns In Anambra East LGA,Politics," / , / ,  / , (13916 Views) ",kahal29,7:14am,Oct 21,https://www.nairaland.com/6812871/anambra-2021-andy-uba-campaigns
"Nnamdi Kanu Arrives Court Premises, Amidst Tight Security",Politics," / , / ,  / , (45228 Views) ",Nemere2020,8:54am,Oct 21,https://www.nairaland.com/6813037/nnamdi-kanu-arrives-court-premises
Is Messi The Most Selfless Footballer In History?,Sports," / , / ,  / , (28841 Views) ",JohnnyPalmer,11:49pm,Oct 19,https://www.nairaland.com/6810873/messi-most-selfless-footballer-history
Foreign Affairs,Politics," / , / , / ,  / , (28621 Views) ",Holiness2100,4:18pm,Oct 20,https://www.nairaland.com/foreign-affairs
#EndSARSMemorial: You Own The Future - Pastor Sam Adeyemi Tells Youths,Religion," / , / ,  / , (16972 Views) ",Maxymilliano,12:58pm,Oct 20,https://www.nairaland.com/6811703/endsarsmemorial-own-future-pastor-sam
"CBN Introduces ₦500 Million Grant For Graduates, Undergraduates",Business," / , / ,  / , (31771 Views) ",limcar,7:23am,Oct 21,https://www.nairaland.com/6812885/cbn-introduces-500-million-grant
Tayyip Erdogan: Terrorists Who Tried To Oust Me Are In Nigeria,Politics," / , / ,  / , (51373 Views) ",fergie001,5:50pm,Oct 20,https://www.nairaland.com/6812216/tayyip-erdogan-terrorists-tried-oust
"FFK Celebrates 61st Birthday With Children, Friends, Household Members",Politics," / , / ,  / , (30196 Views) ",envoymedia,9:38am,Oct 20,https://www.nairaland.com/6811327/ffk-celebrates-61st-birthday-children
"Sowore, Adeyanju Lead Endsars Memorial Protest In Abuja",Politics," / , / ,  / , (45563 Views) ",HonNL,9:34am,Oct 20,https://www.nairaland.com/6811318/sowore-adeyanju-lead-endsars-memorial
#EndSARSMemorial Protest In Abuja In Pictures,Politics," / , / ,  / , (35295 Views) ",TheDemola,10:17am,Oct 20,https://www.nairaland.com/6811400/endsarsmemorial-protest-abuja-pictures
"Falz, Others In #EndSARSMemorial Car Procession At Lekki Tollgate (Pictures)",Politics," / , / ,  / , (70957 Views) ",domesifa,10:04am,Oct 20,https://www.nairaland.com/6811379/falz-others-endsarsmemorial-car-procession
FG Earmarks ₦71.6 Billion For Railway Projects,Politics," / , / ,  / , (8070 Views) ",TheRareGem1,9:38am,Oct 20,https://www.nairaland.com/6811326/fg-earmarks-71.6-billion-railway
Armed Security Operatives Block #EndSARSMemorial Protesters In Abuja (Photos),Politics," / , / ,  / , (35052 Views) ",onthehill,11:08am,Oct 20,https://www.nairaland.com/6811487/armed-security-operatives-block-endsarsmemorial
Charly Boy Joins Endsars Memorial Protest At Lekki Toll Gate,Politics," / , / ,  / , (57272 Views) ",HonNL,11:13am,Oct 20,https://www.nairaland.com/6811494/charly-boy-joins-endsars-memorial
How Policemen Tortured Ayodele Olofintuade & Her Son In Ibadan,Politics," / , / ,  / , (30115 Views) ",lalasticlala,11:30am,Oct 20,https://www.nairaland.com/6811527/how-policemen-tortured-ayodele-olofintuade
EndSARS Massacre Is False - Lai Mohammed Replies CNN,Politics," / , / ,  / , (32692 Views) ",stephanie11,10:33am,Oct 20,https://www.nairaland.com/6811423/endsars-massacre-false-lai-mohammed
EndSARS Memorial Protester Screams As Police Arrest Him In Lagos (Video),Politics," / , / ,  / , (48398 Views) ",Newsmic,11:54am,Oct 20,https://www.nairaland.com/6811570/endsars-memorial-protester-screams-police
"Police Tear-Gas Protesters At Lekki Tollgate (Video, Pix)",Politics," / , / ,  / , (39821 Views) ",Moferere,11:22am,Oct 20,https://www.nairaland.com/6811511/police-tear-gas-protesters-lekki-tollgate
"Nobody Died At Lekki Tollgate: Pro-buhari Protesters storm Unity Fountain, Abuja",Politics," / , / ,  / , (31310 Views) ",HonNL,12:06pm,Oct 20,https://www.nairaland.com/6811596/nobody-died-lekki-tollgate-pro-buhari
#EndSARSMemorial: Lagos Denies Sanwo-Olu Ordered Crackdown On Protesters,Politics," / , / ,  / , (23661 Views) ",OG1BABY,10:48am,Oct 20,https://www.nairaland.com/6811455/endsarsmemorial-lagos-denies-sanwo-olu-ordered
Driver Will Join EndSARS Protest Again Despite Being Shot By Soldiers Last Year,Politics," / , / ,  / , (50410 Views) ",treesun,11:45am,Oct 20,https://www.nairaland.com/6811554/driver-join-endsars-protest-again
#EndSARS: Protesters Fight Over Money At Lekki Tollgate,Politics," / , / ,  / , (46301 Views) ",AtikuNetwork,11:59am,Oct 20,https://www.nairaland.com/6811583/endsars-protesters-fight-over-money
Payday: Nigerian Favour Ori Breaks Record In Rwanda,Business," / , / ,  / , (29545 Views) ",YungDon,11:35am,Oct 20,https://www.nairaland.com/6811538/payday-nigerian-favour-ori-breaks
"EndSARS Memorial: Tear Gas Fired At Hoodlums, Not Protesters, Says Lagos CP",Politics," / , / ,  / , (16264 Views) ",Ademola47,1:18pm,Oct 20,https://www.nairaland.com/6811735/endsars-memorial-tear-gas-fired
"I Mistakenly Transfer N10,000.00 To A Wrong Person I Don't Know.",Business," / , / ,  / , (23590 Views) ",Strongdickfresh,8:17pm,Oct 10,https://www.nairaland.com/6795862/mistakenly-transfer-n10000.00-wrong-person
Things You Should Look Out For Before Taking A Job At A Company,Jobs/Vacancies," / , / ,  / , (14694 Views) ",Encoredme,1:32pm,Oct 19,https://www.nairaland.com/6810113/things-should-look-out-before
#EndSARSMemorial: Youths Defy Heavy Police Presence At Lekki Tollgate (Pictures),Politics," / , / ,  / , (64288 Views) ",ElectroLyte,12:56pm,Oct 20,https://www.nairaland.com/6811697/endsarsmemorial-youths-defy-heavy-police
Oath Taking A Way To Be Faithful To Your Partner?,Romance," / , / ,  / , (9340 Views) ",Dilijingsly,8:26pm,Oct 12,https://www.nairaland.com/6799305/oath-taking-way-faithful-partner
"IPPIS: I Earn Salary Of Graduate Assistant - Sulyman Abdulkareem, VC Unilorin",Education," / , / ,  / , (21209 Views) ",sinkhole,4:06am,Oct 20,https://www.nairaland.com/6810961/ippis-earn-salary-graduate-assistant
EndSARS Protest Holds In Osun Despite Police’s Warning,Politics," / , / ,  / , (18532 Views) ",powerfulguy,1:33pm,Oct 20,https://www.nairaland.com/6811762/endsars-protest-holds-osun-despite
"Mercy Aigbe Reacts To Tiwa Savage's Leaked Sex Tape: ""Nobody Holy Pass""",Celebrities," / , / ,  / , (41230 Views) ",Smadav10,3:04pm,Oct 19,https://www.nairaland.com/6810238/mercy-aigbe-reacts-tiwa-savages
Police Arrest Armed Hoodlum At Lekki Toll Gate,Politics," / , / ,  / , (35365 Views) ",sarrki,1:00pm,Oct 20,https://www.nairaland.com/6811708/police-arrest-armed-hoodlum-lekki
What Happened To A Newly Married Couple In My Car Yes,Romance," / , / ,  / , (55508 Views) ",Kalubolt,1:20pm,Oct 19,https://www.nairaland.com/6810092/what-happened-newly-married-couple
Nigerian Troops Kill Over 50 Terrorists In Birnin Gwari,Politics," / , / ,  / , (16485 Views) ",fergie001,5:28pm,Oct 19,https://www.nairaland.com/6810446/nigerian-troops-kill-over-50
Unknown Gunmen Kill Two Traditional Rulers In Imo,Politics," / , / ,  / , (33178 Views) ",stephanie11,5:46pm,Oct 19,https://www.nairaland.com/6810459/unknown-gunmen-kill-two-traditional
President Buhari Commiserates With U.S President Biden On The Passing Of Powell,Politics," / , / ,  / , (16199 Views) ",presidency,4:55pm,Oct 19,https://www.nairaland.com/6810399/president-buhari-commiserates-u.s-president
Three Armed Robbery Suspects Arrested In Mowe (Photo),Crime," / , / ,  / , (29514 Views) ",NaijaCover,6:00pm,Oct 19,https://www.nairaland.com/6810476/three-armed-robbery-suspects-arrested
"Bashir Mohammed, Policeman Who Voted At Kano APC Congress Probed By Police",Politics," / , / ,  / , (26610 Views) ",ijustdey,5:12pm,Oct 19,https://www.nairaland.com/6810423/bashir-mohammed-policeman-voted-kano
Sex Tape: I Changed The Narrative – Tiwa Savage,Celebrities," / , / ,  / , (57750 Views) ",Odewaleadesoye,6:05pm,Oct 19,https://www.nairaland.com/6810482/sex-tape-changed-narrative-tiwa
"Building Collapses In Ikorodu, Lagos. One Dead, Two Rescued (Pictures)",Properties," / , / ,  / , (24485 Views) ",NaijaCover,5:03pm,Oct 19,https://www.nairaland.com/6810409/building-collapses-ikorodu-lagos-one
"""End SARS Anniversary: No Street Protests In Lagos"" - Lagos State Police Command",Politics," / , / ,  / , (15348 Views) ",naptu2,5:14pm,Oct 19,https://www.nairaland.com/6810426/end-sars-anniversary-no-street
Tega Dominic Shares Stunning Photos After Returning To Instagram ,Celebrities," / , / ,  / , (39023 Views) ",jaybenugo,5:46pm,Oct 19,https://www.nairaland.com/6810458/tega-dominic-shares-stunning-photos
Kaduna To Bar Unvaccinated Civil Servants From Offices From October 31,Politics," / , / ,  / , (7396 Views) ",Jaelluiz,5:59pm,Oct 19,https://www.nairaland.com/6810474/kaduna-bar-unvaccinated-civil-servants
Tiwa Savage Enjoys #Somebodyson Challenge Amid Sex Tape Saga (Video),Celebrities," / , / ,  / , (80241 Views) ",jaybenugo,4:39pm,Oct 19,https://www.nairaland.com/6810377/tiwa-savage-enjoys-somebodyson-challenge
"Plane Crashes In Waller County, Texas. All 21 Passengers Safe (Video)",Travel," / , / ,  / , (28674 Views) ",fergie001,6:41pm,Oct 19,https://www.nairaland.com/6810526/plane-crashes-waller-county-texas
"Help, What Should I Go For? Talent Or Survival.",Career," / , / ,  / , (6387 Views) ",Abbey117,6:57pm,Sep 07,https://www.nairaland.com/6740735/what-should-go-talent-survival
"Elijah Tanko: 4 Women Lay Claim To 6-year-old Boy, Panel Orders DNA Test",Family," / , / ,  / , (28104 Views) ",dre11,7:30pm,Oct 19,https://www.nairaland.com/6810585/elijah-tanko-4-women-lay
Security Operatives Take Over Lekki Tollgate Ahead Of #EndSARS Memorial Protest,Politics," / , / ,  / , (46718 Views) ",sammy329,7:33pm,Oct 19,https://www.nairaland.com/6810590/security-operatives-take-over-lekki
'Buhari's Pot': Man Constructs Pot For Cooking 2 Meals At The Same Time (Photos),Food," / , / ,  / , (53920 Views) ",benjackugo,7:01am,Oct 19,https://www.nairaland.com/6809375/buharis-pot-man-constructs-pot
"Eid-El Maulud: Maduekwe Harps On National Peace, Harmony, Tolerance",Politics," / , / ,  / , (3951 Views) ",Wisdomkosi,7:04am,Oct 19,https://www.nairaland.com/6809379/eid-el-maulud-maduekwe-harps-national
"Sokoto Attack: Your Crushing Defeat Is Near, Buhari Tells Bandits",Politics," / , / ,  / , (13710 Views) ",Omooba77,10:16pm,Oct 18,https://www.nairaland.com/6809044/sokoto-attack-crushing-defeat-near
Stop Posting Tiwa Savage & Calling Her Queen - Tochi Okechukwu,Celebrities," / , / ,  / , (64009 Views) ",pocohantas,7:07pm,Oct 19,https://www.nairaland.com/6810561/stop-posting-tiwa-savage-calling
"Don’t Report Insecurity As Rising, Buhari Begs Journalists",Politics," / , / ,  / , (17415 Views) ",valentineuwakwe,11:55pm,Oct 18,https://www.nairaland.com/6809124/dont-report-insecurity-rising-buhari
RCCG Member Gunned Down In Front Of Church,Crime," / , / ,  / , (35135 Views) ",TheDemola,9:22pm,Oct 18,https://www.nairaland.com/6808986/rccg-member-gunned-down-front
"APC Convention Under Threat, Aggrieved Party Members Cite Ruling Against Buni",Politics," / , / ,  / , (6067 Views) ",Racoon,5:53am,Oct 19,https://www.nairaland.com/6809317/apc-convention-under-threat-aggrieved
Nigerians Criticise CBN’s Reliance On Dangote Refinery To Fix Naira’s Free Fall,Business," / , / ,  / , (17042 Views) ",ijustdey,9:38pm,Oct 18,https://www.nairaland.com/6809006/nigerians-criticise-cbns-reliance-dangote
Olalekan Afolabi Escapes As Gunmen Attack Convoy In Osun,Politics," / , / ,  / , (21874 Views) ",viviangist,6:46am,Oct 19,https://www.nairaland.com/6809353/olalekan-afolabi-escapes-gunmen-attack
Nigeria-China N720 Billion Currency Swap Collapses,Politics," / , / ,  / , (19189 Views) ",MANDIPUTIN,6:20am,Oct 19,https://www.nairaland.com/6809331/nigeria-china-n720-billion-currency-swap
Islam for Muslims,Religion," / , / , / ,  / , (2858 Views) ",Elbinawi,6:03am,Oct 19,https://www.nairaland.com/islam
Mixed Reactions Greet Makinde’s Donation Of Cars To Oyo PDP Leaders,Politics," / , / ,  / , (17737 Views) ",thedio,9:32pm,Oct 18,https://www.nairaland.com/6808999/mixed-reactions-greet-makindes-donation
"FG Scraps DPR, PPPRA, PEF, Sacks CEOs, Inaugurates New Agencies",Politics," / , / ,  / , (31644 Views) ",ijustdey,6:55am,Oct 19,https://www.nairaland.com/6809362/fg-scraps-dpr-pppra-pef
Yakubu Gowon Celebrates His 87th Birthday Today,Politics," / , / ,  / , (24705 Views) ",lalasticlala,7:43am,Oct 19,https://www.nairaland.com/6809431/yakubu-gowon-celebrates-87th-birthday
Tiwa Savage Calls Out 'Gistlover' Over Sex Tape Scandal,Celebrities," / , / ,  / , (78940 Views) ",kboyshow,11:36pm,Oct 18,https://www.nairaland.com/6809112/tiwa-savage-calls-out-gistlover
Is It Safe To Uninstall Google Play Services?,Phones," / , / ,  / , (13607 Views) ",MangekyoAlt,1:52pm,Oct 18,https://www.nairaland.com/6808361/it-safe-uninstall-google-play
Yahaya Bello Wins Sun Newspapper's Governor Of The Year,Politics," / , / ,  / , (7712 Views) ",Simeonee111,8:05am,Oct 19,https://www.nairaland.com/6809473/yahaya-bello-wins-sun-newspappers
Shatta Wale Shot And Hospitalized,Celebrities," / , / ,  / , (38409 Views) ",MrCover,6:45am,Oct 19,https://www.nairaland.com/6809351/shatta-wale-shot-hospitalized
"FG Budgets ₦104 Billion To Maintain, Purchase Generators In 2022",Politics," / , / ,  / , (11796 Views) ",MANDIPUTIN,7:59am,Oct 19,https://www.nairaland.com/6809459/fg-budgets-104-billion-maintain
"Eid-El-Maulud: Ugwuanyi Felicitates With Muslims, Calls For Prayers",Politics," / , / ,  / , (3593 Views) ",OEPHIUS,7:34am,Oct 19,https://www.nairaland.com/6809415/eid-el-maulud-ugwuanyi-felicitates-muslims-calls
Joy Adesina Graduates From OAU Medical School With 9 Awards,Education," / , / ,  / , (37910 Views) ",kingthreat,7:35am,Oct 19,https://www.nairaland.com/6809416/joy-adesina-graduates-oau-medical
It’s Dangerous To Link Your SIM To Another Subscriber’s NIN – NCC,Phones," / , / ,  / , (8212 Views) ",prof2007,8:57am,Oct 19,https://www.nairaland.com/6809556/dangerous-link-sim-another-subscribers
"Anambra Election: Maduka Fully In The Race, Ignore Distractions - Media Director",Politics," / , / ,  / , (4934 Views) ",dailybuzzng,5:30pm,Oct 18,https://www.nairaland.com/6808718/anambra-election-maduka-fully-race
Lai Mohammed: All 12 Super Tucano Fighter Jets Have Been Deployed To The NE,Politics," / , / ,  / , (13009 Views) ",Calculating,9:20am,Oct 19,https://www.nairaland.com/6809600/lai-mohammed-all-12-super
"Tonto Dikeh’s Ex, Prince Kpokpogri Reportedly Arrested, Detained By Police",Celebrities," / , / ,  / , (26233 Views) ",benjackugo,9:26am,Oct 19,https://www.nairaland.com/6809615/tonto-dikehs-ex-prince-kpokpogri
The Nigerians Who Want Israel To Accept Them As Jews - BBC,Politics," / , / ,  / , (36220 Views) ",Maxymilliano,4:41pm,Oct 18,https://www.nairaland.com/6808631/nigerians-want-israel-accept-jews
Bayo Sina Babarinde: Photos Of RCCG Member Shot Dead By Gunmen In Kwara State,Crime," / , / ,  / , (31974 Views) ",MrCover,6:58am,Oct 19,https://www.nairaland.com/6809366/bayo-sina-babarinde-photos-rccg
Mathew Opaluwa Appointed Attah Of Igala By Kogi State Government,Culture," / , / ,  / , (17856 Views) ",MANDIPUTIN,9:18am,Oct 19,https://www.nairaland.com/6809596/mathew-opaluwa-appointed-attah-igala
"₦20 Million Bribe To Bandits: Lai Mohammed Speaks, Says It's Fake News",Politics," / , / ,  / , (6411 Views) ",adenigga,8:54pm,Oct 18,https://www.nairaland.com/6808956/20-million-bribe-bandits-lai
Activists Announce Venues For EndSARS Protests Across Nigeria And Abroad,Politics," / , / ,  / , (26783 Views) ",naptu2,3:42am,Oct 19,https://www.nairaland.com/6809255/activists-announce-venues-endsars-protests
"Ooni Celebrates His Daughter, Princess Adeola Ogunwusi, He Had When He Was 19",Culture," / , / ,  / , (50505 Views) ",benjackugo,8:31pm,Oct 18,https://www.nairaland.com/6808927/ooni-celebrates-daughter-princess-adeola
Lai Mohammed: Twitter Recommendations To Affect Other Social Media Platforms,Politics," / , / ,  / , (20136 Views) ",Searchingvictor,6:00pm,Oct 18,https://www.nairaland.com/6808759/lai-mohammed-twitter-recommendations-affect
Wapi Pay Fighting Scandal: The Full Story,Business," / , / ,  / , (10727 Views) ",lalasticlala,9:44am,Oct 19,https://www.nairaland.com/6809666/wapi-pay-fighting-scandal-full
Man Utd's loss to Leicester is the latest sign that Ole is a man without a plan,Sports," / , / ,  / , (18492 Views) ",obembet,9:01am,Oct 16,https://www.nairaland.com/6805002/man-utds-loss-leicester-latest
Abdulrazaq Made False Allegations - Lai Mohammed Breaks Silence,Politics," / , / ,  / , (21334 Views) ",Eriokanmi,5:50pm,Oct 18,https://www.nairaland.com/6808744/abdulrazaq-made-false-allegations-lai
Man Commits Suicide In Akwa Ibom After His Wife Dumped Him,Health," / , / ,  / , (41884 Views) ",onochurch,3:53pm,Oct 16,https://www.nairaland.com/6805554/man-commits-suicide-akwa-ibom
Lai Mohammed A Liar And A Thief? - Farooq Kperogi,Politics," / , / ,  / , (24155 Views) ",HonNL,4:50pm,Oct 18,https://www.nairaland.com/6808642/lai-mohammed-liar-thief-farooq
